"Registration Number","Name of Company (Traditional Chinese)","Name of Company (English)","Area (Traditional Chinese)","Area (English)","District (Traditional Chinese)","District (English)","Business Address (Traditional Chinese)","Business Address (English)","Telephone Number","Workshop Type","Service Scope","Expiry Date","Review Status","Latitude","Longitude","Types of Vehicles Serviced (Traditional Chinese)","Types of Vehicles Serviced (English)","Types of Services Provided by the Workshop (Traditional Chinese)","Types of Services Provided by the Workshop (English)","Sundays (Open)","Sundays (Closed)","Mondays (Open)","Mondays (Closed)","Tuesdays (Open)","Tuesdays(Closed)","Wednesdays (Open)","Wednesdays(Closed)","Thursdays (Open)","Thursdays(Closed)","Fridays (Open)","Fridays (Closed)","Saturdays (Open)","Saturdays (Closed)","Public Holidays (Open)","Public Holidays (Closed)","Statutory Holidays (Open)","Statutory Holidays (Closed)","Opening Hours"
"VMW012540","信孚汽車服務中心","SHUNG FU MOTOR SERVICE CO","香港","Hong Kong","灣仔","WAN CHAI","銅鑼灣大坑浣紗街43號地下","G/F, No. 43, Wun Sha Street, Tai Hang, Causeway Bay","25762372","4","IC","2026-05-30","","22.27814","114.19312","私家車","Private Car","一般車輛維修 (機械和電器工作), 更換機油服務","General vehicle maintenance (mechanical and electrical work), Engine oil changing","","","","","","","","","","","","","","","","","","",""
"VMW012566","新香港名車修理公司","NEW HONG KONG CAR SERVICES CO","香港","Hong Kong","東區","EASTERN DISTRICT","北角清華街18-24號富景閣地下A鋪","Shop A, G/F, Fu King Court, No. 18-24, Ching Wah Street, North Point","25704664","4","IC","2028-08-11","","22.28892","114.19763","私家車","Private Car","","","","","","","","","","","","","","","","","","","","",""
"VMW012622","志誠輪胎","CHI SHING TYRES","香港","Hong Kong","東區","EASTERN DISTRICT","筲箕灣新成街22號碧麗閣地下12號舖","Shop 12, G/F, Belleve Court, No. 22, Sun Sing Street, Shau Kei Wan","25637306","4","IC","2026-11-24","","22.27946","114.22432","私家車, 小巴, 巴士, 輕型貨車, 中型貨車, 重型貨車","Private Car, Light Bus, Bus, Light Goods Vehicle, Medium Goods Vehicle, Heavy Goods Vehicle","輪胎服務","Tyre","","","","","","","","","","","","","","","","","","",""
"VMW012642","快意汽車服務","FAST BEST MOTORS SERVICE","九龍","Kowloon","九龍城","KOWLOON CITY","土瓜灣長寧街18號地下","G/F, No. 18, Cheung Ning Street, To Kwa Wan","23305398","4","IC","2028-09-16","","22.31699","114.18971","私家車","Private Car","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW012656","佳利車行","CARRIER MOTORS COMPANY","新界","N.T.","元朗","YUEN LONG","錦田錦上路 DD109, LOT 368RP & LOT 372","DD109, LOT 368RP & LOT 372 Kam Sheung Road, Kam Tin","23615111","3","IC","2028-11-16","","22.438053","114.065331","私家車, 輕型貨車, 中型貨車, 重型貨車, 掛接式拖車頭及拖車架","Private Car, Light Goods Vehicle, Medium Goods Vehicle, Heavy Goods Vehicle, Articulated Tractor and Trailer","","","","","","","","","","","","","","","","","","","","",""
"VMW012675","卡狄汽車零件有限公司","CARDEX AUTOPARTS COMPANY LIMITED","新界","N.T.","元朗","YUEN LONG","石崗錦田公路643號","No. 643, Kam Tin Road, Shek Kong","24887729","3","IC,EVL","2028-10-09","","22.43489","114.10166","私家車, 輕型貨車","Private Car, Light Goods Vehicle","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW012697","快達汽車服務公司","FEDERAL AUTO SERVICES COMPANY","九龍","Kowloon","黃大仙","WONG TAI SIN","鳴鳳街59號地下","G/F, No. 59, Ming Fung Street, ","23235508","4","IC","2028-12-16","","22.3440178","114.19601","輕型貨車","Light Goods Vehicle","","","","","","","","","","","","","","","","","","","","",""
"VMW012700","德璋汽車服務","TAK CHEUNG MOTORS SERVICE","香港","Hong Kong","灣仔","WAN CHAI","吉安街4A號地下","G/F, No. 4A, Kat On Street, ","28818930","4","IC","2027-08-29","","22.2733963","114.1740303","私家車","Private Car","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW012711","捷滙汽車服務有限公司","JETREACH MOTORS COMPANY LIMITED","香港","Hong Kong","東區","EASTERN DISTRICT","北角清華街11A號地下","G/F, No. 11A, Ching Wah Street, North Point","25034042","4","IC,EVL","2025-12-07","*","22.2889891","114.1974712","私家車","Private Car","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW012723","享和汽車冷氣維修","HW CAR TUNING","九龍","Kowloon","觀塘","KWUN TONG","九龍灣宏冠道6號鴻力工業中心A座地下A7號舖","Workshop No. A7, G/F, Block A, Proficient Industrial Centre, No. 6, Wang Kwun Road, Kowloon Bay","24909111","3","IC,EVL","2028-09-05","","22.32235","114.20834","私家車","Private Car","","","10:00","18:00","09:30","20:00","09:30","20:00","09:30","20:00","09:30","20:00","09:30","20:00","09:30","20:00","10:00","20:00","10:00","20:00","Su 10:00-18:00,Mo 09:30-20:00, Tu 09:30-20:00, We 09:30-20:00, Th 09:30-20:00, Fr 09:30-20:00, Sa 09:30-20:00"
"VMW012732","鴻昌汽車服務中心","HUNG CHEUNG AUTO SERVICE CENTRE","新界","N.T.","屯門","TUEN MUN","青楊街12號鴻昌工業中心一期地下A1-2座","G/F, Block A1-2, Hung Cheong Industrial Centre Phase I, No. 12, Tsing Yeung Circuit, ","24665116","3","IC","2026-05-08","","22.40006","113.96928","私家車, 輕型貨車","Private Car, Light Goods Vehicle","一般車輛維修 (機械和電器工作), 更換機油服務","General vehicle maintenance (mechanical and electrical work), Engine oil changing","","","","","","","","","","","","","","","","","","",""
"VMW012745","合眾佳信汽車用品有限公司","GOLDWILL MUTUAL AUTO ACCESSORIES LIMITED","新界","N.T.","葵青","KWAI TSING","葵涌青山公路葵涌段499號嘉寶大廈地下C舖","Flat C, G/F, Kar Po Mansion, No. 499, Castle Peak Road - Kwai Chung, Kwai Chung","24289193","4","IC,EVE","2026-01-27","","22.36833","114.13353","私家車, 輕型貨車","Private Car, Light Goods Vehicle","一般車輛維修 (機械和電器工作), 輪胎服務, 電池服務, 更換機油服務","General vehicle maintenance (mechanical and electrical work), Tyre, Battery, Engine oil changing","","","","","","","","","","","","","","","","","","",""
"VMW012754","保昌汽車公司","PO CHEONG MOTOR CO.","香港","Hong Kong","南區","SOUTHERN DISTRICT","田灣石排灣道48-52號富澤大廈B座低層1號A舖","Shop 1A, LG/F, Block B, Full Jade Mansion, No. 48-52, Shek Pai Wan Road, Tin Wan","25537775","4","IC","2028-09-05","","22.2495","114.14777","私家車, 輕型貨車, 中型貨車","Private Car, Light Goods Vehicle, Medium Goods Vehicle","","","","","","","","","","","","","","","","","","","","",""
"VMW012786","駿陞汽車發展有限公司","CHUN SANG MOTORS DEVELOPMENT COMPANY LIMITED","九龍","Kowloon","觀塘","KWUN TONG","偉業街99號連順工業大廈地下","G/F, Lanton Industrial Building, No. 99, Wai Yip Street, ","27860107","3","IC,EVE","2028-09-05","","22.3159738","114.2150989","私家車","Private Car","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","R","R","09:00","18:30","09:00","18:30","09:00","18:30","09:00","18:30","09:00","18:30","09:00","18:30","09:00","18:30","R","R","Mo 09:00-18:30, Tu 09:00-18:30, We 09:00-18:30, Th 09:00-18:30, Fr 09:00-18:30, Sa 09:00-18:30"
"VMW012802","榮發汽車有限公司","WING FAT MOTOR SERVICES LIMITED","九龍","Kowloon","九龍城","KOWLOON CITY","福佬村道51&53號福星大廈地下B舖及閣樓","Shop B & Cockloft, G/F, Fuk Sing Mansion, No. 51&53, Fuk Lo Tsuen Road, ","23367715","4","IC","2025-09-06","*","22.32934","114.18746","私家車","Private Car","一般車輛維修 (機械和電器工作), 輪胎服務, 電池服務","General vehicle maintenance (mechanical and electrical work), Tyre, Battery","","","","","","","","","","","","","","","","","","",""
"VMW012835","康城車行","HONG SHING MOTORCYCLES CO.","香港","Hong Kong","東區","EASTERN DISTRICT","京華道9-27號富利來大廈地下5號舖","Shop 5, G/F, Fu Lee Loy Mansion, No. 9-27, King Wah Road, ","25081277","4","IC","2025-07-21","*","22.28842","114.19165","電單車,其他","Motorcycle,Others","一般車輛維修 (機械和電器工作), 輪胎服務, 電池服務, 拖車服務, 運輸署驗車續牌服務, 車輛回收, 更換機油服務,其他","General vehicle maintenance (mechanical and electrical work), Tyre, Battery, Towing service, Vehicle inspection and renewal of vehicle licence as required by the Transport Department, Vehicle scrapping, Engine oil changing,Others","R","R","13:00","22:00","13:00","22:00","13:00","22:00","13:00","22:00","13:00","22:00","13:00","22:00","R","R","R","R","Mo 13:00-22:00, Tu 13:00-22:00, We 13:00-22:00, Th 13:00-22:00, Fr 13:00-22:00, Sa 13:00-22:00"
"VMW012857","機車行","MOTOR CARS CO.","九龍","Kowloon","九龍城","KOWLOON CITY","啟德道69號地下","G/F, No. 69, Kai Tak Road, ","23833680","4","IC","2025-09-06","*","22.33011","114.19208","電單車","Motorcycle","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","12:00","20:00","11:00","21:00","11:00","21:00","11:00","21:00","11:00","21:00","11:00","21:00","11:00","21:00","12:00","20:00","12:00","20:00","Su 12:00-20:00,Mo 11:00-21:00, Tu 11:00-21:00, We 11:00-21:00, Th 11:00-21:00, Fr 11:00-21:00, Sa 11:00-21:00"
"VMW012879","德成汽車服務公司","TAK SING MOTOR SERVICE CO.","九龍","Kowloon","九龍城","KOWLOON CITY","土瓜灣興賢街6號地下","G/F, No. 6, Hing Yin Street, To Kwa Wan","23622418","4","IC","2028-10-02","","22.31965","114.19431","私家車, 輕型貨車","Private Car, Light Goods Vehicle","","","","","","","","","","","","","","","","","","","","",""
"VMW012880","電腦洗車屋(荃灣)","CAR BEAUTICIAN (TSUEN WAN)","新界","N.T.","荃灣","TSUEN WAN","橫龍街14-22號德士古道工業中心B座地下4A-5號舖","No. 4A-5, G/F, Block B, Texaco Road Industrial Centre, No. 14-22, Wang Lung Street, ","27535882","3","IC","2028-11-10","","22.3661105","114.1158563","私家車","Private Car","","","09:00","19:30","09:00","19:30","09:00","19:30","09:00","19:30","09:00","19:30","09:00","19:30","09:00","19:30","09:00","19:30","09:00","19:30","Su 09:00-19:30,Mo 09:00-19:30, Tu 09:00-19:30, We 09:00-19:30, Th 09:00-19:30, Fr 09:00-19:30, Sa 09:00-19:30"
"VMW012891","迅達汽車服務有限公司","SPEEDY MOTORS SERVICE COMPANY LIMITED","香港","Hong Kong","東區","EASTERN DISTRICT","柴灣利眾街26號香港柴灣工業大廈地下D舖","Flat D, G/F, Hong Kong (Chai Wan) Industrial Building, No. 26, Lee Chung Street, Chai Wan","25398440","3","IC,EVL","2026-03-19","","22.2655574","114.2365288","私家車","Private Car","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","R","R","09:00","19:00","09:00","19:00","09:00","19:00","09:00","19:00","09:00","19:00","09:00","18:30","R","R","R","R","Mo 09:00-19:00, Tu 09:00-19:00, We 09:00-19:00, Th 09:00-19:00, Fr 09:00-19:00, Sa 09:00-18:30"
"VMW012915","OSCARPRO LIMITED","OSCARPRO LIMITED","九龍","Kowloon","黃大仙","WONG TAI SIN","新蒲崗三祝街17號地下","G/F, No. 17, Sam Chuk Street, San Po Kong","23615361","3","IC,EVE","2028-10-02","","22.33605","114.19777","私家車","Private Car","","","","","","","","","","","","","","","","","","","","",""
"VMW012926","利通汽車服務公司","LEE TUNG AUTO SERVICE CO.","九龍","Kowloon","九龍城","KOWLOON CITY","土瓜灣旭日街1號C瑞英工業大廈地下C舖","Shop C, G/F, Sui Ying Industrial Building, No. 1C, Yuk Yat Street, To Kwa Wan","23631108","3","IC","2026-03-10","","22.31552","114.19103","私家車","Private Car","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW012959","香港廢氣檢驗有限公司","HONG KONG EXHAUST EMISSION LABORATORY LIMITED","新界","N.T.","元朗","YUEN LONG","錦田 DD 106, LOT 474RP","DD 106, LOT 474RP Kam Tsin Wai, Ng Ka Tsuen, Kam Tin","24753661","3","IC","2028-09-05","","22.431997","114.071153","私家車, 輕型貨車, 中型貨車, 重型貨車","Private Car, Light Goods Vehicle, Medium Goods Vehicle, Heavy Goods Vehicle","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","R","R","09:00","18:00","09:00","18:00","09:00","18:00","09:00","18:00","09:00","18:00","09:00","18:00","R","R","R","R","Mo 09:00-18:00, Tu 09:00-18:00, We 09:00-18:00, Th 09:00-18:00, Fr 09:00-18:00, Sa 09:00-18:00"
"VMW012960","上晉汽車貿易有限公司","ASCENT UP MOTORS LIMITED","新界","N.T.","葵青","KWAI TSING","青衣青衣路81號","No. 81, Tsing Yi Road, Tsing Yi","24369198","3","IC","2026-01-27","","22.33243","114.09168","中型貨車, 重型貨車, 掛接式拖車頭及拖車架","Medium Goods Vehicle, Heavy Goods Vehicle, Articulated Tractor and Trailer","一般車輛維修 (機械和電器工作), 更換機油服務","General vehicle maintenance (mechanical and electrical work), Engine oil changing","R","R","09:00","20:00","09:00","20:00","09:00","20:00","09:00","20:00","09:00","20:00","09:00","20:00","09:00","20:00","09:00","20:00","Mo 09:00-20:00, Tu 09:00-20:00, We 09:00-20:00, Th 09:00-20:00, Fr 09:00-20:00, Sa 09:00-20:00"
"VMW012971","大昌貿易行汽車服務中心有限公司","DAH CHONG HONG (MOTOR SERVICE CENTRE) LIMITED","新界","N.T.","元朗","YUEN LONG","屏山橋頭圍橋旺街30號","No. 30, Kiu Wong Street, Kiu Tau Wai, Ping Shan","22068979","1","IC,EVL","2026-12-25","","22.44378","114.00244","私家車, 輕型貨車, 中型貨車, 重型貨車","Private Car, Light Goods Vehicle, Medium Goods Vehicle, Heavy Goods Vehicle","一般車輛維修 (機械和電器工作), 電動車/混能車(高壓電部分維修), 車身修理, 車身噴漆, 空調服務, 更換機油服務","General vehicle maintenance (mechanical and electrical work), Maintenance for high-voltage parts of electric vehicles/ hybrid vehicles, Body works, Spray painting, Air-conditioning, Engine oil changing","","","","","","","","","","","","","","","","","","",""
"VMW012982","新大嶼山巴士 (1973) 有限公司","NEW LANTAO BUS COMPANY (1973) LIMITED","新界","N.T.","離島","ISLANDS DISTRICT","大嶼山小蠔灣翔東道530號新大嶼山巴士公司車廠","New Lantao Bus Depot, No. 530, Cheung Tung Road, Sui Ho Wan, Lantau Island","29840146","1","IC","2026-12-25","","22.31035","113.99171","小巴, 巴士, 輕型貨車","Light Bus, Bus, Light Goods Vehicle","一般車輛維修 (機械和電器工作), 車身修理, 車身噴漆, 汽車玻璃, 電池服務, 空調服務, 更換機油服務","General vehicle maintenance (mechanical and electrical work), Body works, Spray painting, Glazing, Battery, Air-conditioning, Engine oil changing","","","","","","","","","","","","","","","","","","",""
"VMW012993","大昌貿易行汽車服務中心有限公司","DAH CHONG HONG (MOTOR SERVICE CENTRE) LIMITED","新界","N.T.","元朗","YUEN LONG","橋旺街30號大昌行集團橋頭圍汽車中心地下","G/F, Dah Chong Hong Holdings Kiu Tau Wai Motor Centre, No. 30, Kiu  Wong Street, ","24790111","1","IC,EVL","2026-06-17","","22.44376","114.00209","私家車, 輕型貨車, 中型貨車","Private Car, Light Goods Vehicle, Medium Goods Vehicle","一般車輛維修 (機械和電器工作), 運輸署驗車續牌服務, 更換機油服務","General vehicle maintenance (mechanical and electrical work), Vehicle inspection and renewal of vehicle licence as required by the Transport Department, Engine oil changing","R","R","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","17:30","R","R","R","R","Mo 08:00-20:00, Tu 08:00-20:00, We 08:00-20:00, Th 08:00-20:00, Fr 08:00-20:00, Sa 08:00-17:30"
"VMW013000","新大嶼山巴士（一九七三）有限公司","NEW LANTAO BUS COMPANY (1973) LIMITED","新界","N.T.","離島","ISLANDS DISTRICT","大嶼山梅窩碼頭路 DD 4","DD 4, Mui Wo Ferry Pier Road, Mui Wo, Lantau Island","29848512","1","IC","2026-12-25","","22.26218","114.0026","巴士","Bus","一般車輛維修 (機械和電器工作), 車身修理, 空調服務, 更換機油服務","General vehicle maintenance (mechanical and electrical work), Body works, Air-conditioning, Engine oil changing","","","","","","","","","","","","","","","","","","",""
"VMW013011","大昌貿易行汽車服務中心有限公司","DAH CHONG HONG (MOTOR SERVICE CENTRE) LIMITED","新界","N.T.","元朗","YUEN LONG","新田惇裕路 DD 99, LOT 744RP","DD 99, LOT 744RP Tun Yu Road, San Tin","26722625","1","IC","2028-12-07","","22.50434","114.07639","私家車, 小巴, 巴士, 輕型貨車, 中型貨車, 重型貨車, 掛接式拖車頭及拖車架","Private Car, Light Bus, Bus, Light Goods Vehicle, Medium Goods Vehicle, Heavy Goods Vehicle, Articulated Tractor and Trailer","","","","","","","","","","","","","","","","","","","","",""
"VMW013026","大昌貿易行汽車服務中心有限公司 - 車身修護中心","DAH CHONG HONG (MOTOR SERVICE CENTRE) LIMITED - BODY WORK CENTRE","九龍","Kowloon","觀塘","KWUN TONG","九龍灣啓祥道20號大昌行集團大廈6字樓","6/F, DCH Building, No. 20, Kai Cheung Road, Kowloon Bay","27682830","1","IC,EVL","2028-09-23","","22.32483","114.20797","私家車, 的士, 輕型貨車","Private Car, Taxi, Light Goods Vehicle","","","","","","","","","","","","","","","","","","","","",""
